bookTitle	bookSeries	bookAuthors	ratingValue	ratingCount	reviewCount	Plot_Values	Plot	NumberofPages	Publishing_Date	Characters	Setting	Url
Avatar: The Last Airbender: The Search, Part 3	Avatar: The Last Airbender Comics #2.3	['Gene Luen Yang', 'Michael Dante DiMartino', 'Bryan Konietzko', 'Dave Marshall', 'Gurihiru']	4.46	7622	538	{5: '4518', 4: '2228', 3: '752', 2: '92', 1: '32'}	The Fate of the Fire Lord!Avatar Aang travels to the spirit world to parlay with an ancient power, bringing Fire Lord Zuko ever closer to discovering the truth about his mother's fate—and his own past. Yet Zuko's sister Azula is becoming increasingly dangerous, threatening to ruin everything that Zuko, Aang, Katara, and Sokka have struggled to achieve on their search!	76	October 30th 2013			https://www.goodreads.com/book/show/17927463-avatar
A Plague of Unicorns		['Jane Yolen', 'Tom McGrath']	3.49	289	78	{5: '52', 4: '84', 3: '115', 2: '30', 1: '8'}	Young James, the duke's son, asks too many questions. At least that's what everyone at Callendar Castle thinks after all but the last of James’ tutors quits and his uncle ships him off to be educated at Cranford Abbey. Unfortunately, the once-beautiful abbey has problems of its own, including cracked walls, a leaking roof, and shattered windows. Not to mention the pesky herd of unicorns that continue to enter the abby's orchards and claim them as their own.The only hope to save the abbey is money raised by Abbot Aelian's golden apple cider. But that means getting rid of the orchard's unwelcome visitors. And, as everyone knows, unicorns have very sharp horns. Monks do not.James has an idea that could help defeat these hungry beasts, but first he must find someone to listen to him. For once, he might be the only one asking the right questions. And the only one who knows the perfect hero for the job.	192	December 23rd 2014			https://www.goodreads.com/book/show/21816737-a-plague-of-unicorns
السنوات الرهيبة		['جنكيز ضاغجي', 'محمد حرب']	3.95	224	58	{5: '88', 4: '70', 3: '42', 2: '15', 1: '9'}	رواية تصور مأساة المسلمين في شبه جزيرة القرم السوفييتية، وصراعهم مع الشيوعية، وستالين ضد القضاء على دينهم وقوميتهم . تدور أحداثها إبان الحرب العالمية الثانية .	365	2006			https://www.goodreads.com/book/show/2584614
Todos los cuentos		Gabriel García Márquez	4.22	664	52	{5: '296', 4: '252', 3: '93', 2: '15', 1: '8'}	Toda la imaginación, todo el arte de orfebrería prodigiosa del más querido de los escritores latinoamericanos.Premio Nobel de Literatura 1982.Toda la obra breve de Gabriel García Márquez, treinta y ocho piezas magistrales del género corto, reunidas en una edición: Ojos de perro azul, Los funerales de la Mamá Grande, La increíble y triste historia de la cándida Eréndira y de su abuela desalmada y Doce cuentos peregrinos.Un volumen único, un homenaje al genio que diera a un continente un sitio privilegiado en las letras universales.	512	May 2012		['Mongolia']	https://www.goodreads.com/book/show/30641764-todos-los-cuentos
Fractured Immortal	Bearwood #1	E.L. Wicker	4.08	170	58	{5: '75', 4: '50', 3: '34', 2: '6', 1: '5'}	Alternate Cover Edition can be found here. After a terrifying vampire attack in 1810, Ilia Rose spends the next two centuries hunting Sol, the man responsible for turning her and her friends into vampires.When Ilia discovers he’s run to the one place she’s running from, she’s forced to face her most painful memories back in her hometown, Bearwood.There, Ilia finds herself face to face with Nathaniel, an insanely hot vampire, and despite the evidence he’s working for her enemy, Ilia can’t fight her attraction to him, especially when he seems to show up whenever she needs him most.But Nathaniel is keeping secrets and as they begin to unravel, instead of running away from him, Ilia finds herself falling for him. When his last secret is revealed Ilia’s past comes together in a way she never imagined and she’s left with only one option: trust Nathaniel to help her kill Sol, or risk relinquishing her new found strength thus causing catastrophic and devastating consequences for her and everyone she loves. Ilia begins a gut-wrenching battle to save her life and the lives of her friends, a battle which not everyone will survive.A vampire tale like none other, love, pain, devastation and revenge, all weave together to create the first in a dark and unmissable new adult series. Due to sexual content, this book is intended for readers age 18+	444	December 21st 2014			https://www.goodreads.com/book/show/25510113-fractured-immortal
The Killing Season	Carter Blake #1	Mason Cross	3.90	2163	299	{5: '560', 4: '992', 3: '480', 2: '92', 1: '39'}	The first thing you should know about me is that my name is not Carter Blake.When Caleb Wardell, the infamous 'Chicago Sniper,' escapes from death row two weeks before his execution, the FBI calls on the services of Carter Blake, a man with certain specialized talents whose skills lie in finding those who don't want to be found. A man to whom Wardell is no stranger.Along with Elaine Banner, an ambitious special agent juggling life as a single mother with her increasingly high-flying career, Blake must track Wardell down as he cuts a swathe across America, apparently killing at random.But Blake and Banner soon find themselves sidelined from the case. And as they try desperately to second-guess a man who kills purely for the thrill of it, they uncover a hornets' nest of lies and corruption. Now Blake must break the rules and go head-to-head with the FBI if he is to stop Wardell and expose a deadly conspiracy that will rock the country.Slick, fast-paced and assured, The Killing Season is the first novel in the gripping new Carter Blake series.	384	April 24th 2014			https://www.goodreads.com/book/show/18804857-the-killing-season
Under the Never Sky: The Complete Series Collection	Under the Never Sky #0.5-3	Veronica Rossi	4.46	696	34	{5: '435', 4: '173', 3: '68', 2: '11', 1: '9'}	This collection includes all three novels and two novellas in the series.Under the Never Sky: Exiled from her home, the enclosed city of Reverie, Aria knows her chances of surviving in the outer wasteland—known as The Death Shop—are slim. Then Aria meets an Outsider named Perry. He's wild—a savage—and her only hope of staying alive. A hunter for his tribe in a merciless landscape, Perry views Aria as sheltered and fragile—everything he would expect from a Dweller. But he needs Aria's help too; she alone holds the key to his redemption.Roar and Liv: Before Perry and Aria, there was Roar and Liv. Set in the harsh but often beautiful world of Veronica Rossi's Under the Never Sky, this captivating prequel novella stands on its own for new readers and offers series fans a fascinating look into the character of Roar. Through the Ever Night: It's been months since Aria last saw Perry. Months since Perry was named Blood Lord of the Tides, and Aria was charged with an impossible mission. Now, finally, they are about to be reunited. But their reunion is far from perfect. The Tides don't take kindly to Aria, a former Dweller. And with the worsening Aether storms threatening the tribe's precarious existence, Aria begins to fear that leaving Perry behind might be the only way to save them both.Brooke: Following the stunning climax in Through the Ever Night, the Tides have been forced to seek shelter from the Aether storms in a dismal, secluded cave. But Brooke's memories of the cave go back much further, to when she and Perry used to come here together. Set just before the events of Into the Still Blue, this breathtaking novella is a satisfying stand-alone for new readers as well as an exciting glimpse at favorite characters from the trilogy.Into the Still Blue: The earth-shattering conclusion to Veronica Rossi's epic Under the Never Sky trilogy. Their love and their leadership have been tested. Now it's time for Perry and Aria to unite the Dwellers and the Outsiders in one last desperate attempt to bring balance to their world.	1304	July 8th 2014			https://www.goodreads.com/book/show/22249765-under-the-never-sky
The Manifesto on How to Be Interesting		Holly Bourne	3.84	6561	861	{5: '2085', 4: '2282', 3: '1478', 2: '487', 1: '229'}	Apparently I'm boring. A nobody.But that's all about to change.Because I am starting a project.Here. Now. For myself.And if you want to come along for the ride then you're very welcome.Bree is by no means popular. Most of the time, she hates her life, her school, her never-there-parents. So she writes.But when Bree is told she needs to stop shutting the world out and start living a life worth writing about, The Manifesto on How to Be Interesting is born. A manifesto that will change everything......but the question is, at what cost?	448	August 1st 2014			https://www.goodreads.com/book/show/22533460-the-manifesto-on-how-to-be-interesting
Easy Guide to Baby Sign Language		J.R. Cagle	3.45	11	1	{5: '3', 4: '2', 3: '4', 2: '1', 1: '1'}	This easy-to-use guide helps parents communicate with their baby before they can speak, forge stronger bonds and reduce frustrations. It comes with clear and engaging illustrations, activity ideas, and quick reference look-ups to make it easy to find what is needed. It has been specifically designed for busy parents wanting their baby to benefit from using sign language.	133	January 18th 2014			https://www.goodreads.com/book/show/20797153-easy-guide-to-baby-sign-language
Perfect Madness: Escaping The Confines Of Conformity, Making The Impossible Possible And Redefining The Road To Success In Your Life!		Alastair Macartney	4.28	25	2	{5: '13', 4: '6', 3: '6', 2: '0', 1: '0'}	 Escaping the Confines of Conformity  The days of conforming to perceived societal norms are no more. You are no longer confined but have the gift of freedom to do with as you will.  As you escape the confines of conformity, many things that were seemingly impossible become possible.   Making the Impossible Possible  Possible and impossible aren’t always the strict definition of what you can and can’t do. They are also what your mind will or won’t permit. Opening the door to your mind is a harder job than many might actually realize. Learn to open your mind and unlock a new world of incredible possibilities.   Redefining the Road to Success in Your Life  Working hard, getting promotions and earning more money is no longer the key to success. Success is created through happiness. The convention of holding down that 9-5 job is not the vital ingredient we once believed.  You can live your dreams, create new possibilities and still be successful.  Learn about all this and more in this book: “Perfect Madness: Escaping The Confines Of Conformity, Making The Impossible Possible And Redefining The Road To Success In Your Life!”   DOWNLOAD: Perfect Madness: Escaping The Confines Of Conformity, Making The Impossible Possible And Redefining The Road To Success In Your Life!  In Perfect Madness you will learn about:   Redefining Possible. From Normal Is For Freaks to Listen To Your Gut this chapter guides you to open your eyes and ears to what you’re really seeing and hearing as you unlock a new world of incredible possibilities.   Developing Your Future. Your future isn’t confined by conformity, limited by possibility or restricted by a false definition of success. It’s a future defined by you. Learn how to develop it fully.   Belief. You need to indulge in your passions and believe in the journey that you choose to create. If you want to reach for the stars, you can. Learn how.    Fear. It can consume you. Equally, you can dominate it. You can take back that control and manage your fear. It’s not an easy path but if you follow these lessons and learn to harness your fear and work with it, rather than against it, the possibilities you can achieve are endless.   Gratitude. Life continually throws challenges at all of us. How you deal with them is what defines you. Learn the gratitude lessons and techniques that will help you create more positive opportunities as you continue your journey.   Mindful. The pace of life is fast. It can be easy to miss the present as you dwell on the past and the future. Learn techniques to ground yourself, remember why you do what you do and truly live in the present.   Stamina. Whether you like it or not, your journey in life will continue at speed. Holding on during the roller coast ride can be tough at times. Learn how to ride the highs and use the good times to build your stamina, providing strength to battle through the lows.    Want To Know More?  Start today. Scroll back up to the top of the page and click on the buy now button.	82	November 24th 2014			https://www.goodreads.com/book/show/23736155-perfect-madness
السيرة النبوية		['ابن هشام', 'مصطفى السقا']	4.53	1104	54	{5: '779', 4: '199', 3: '81', 2: '24', 1: '21'}	كتاب يعد من أهم المصادر التي تناولت سيرة النبي صلى الله عليه وسلم؛ بدءًا من ميلاده وحتى لحوقه صلى الله عليه وسلم بالرفيق الأعلى، وقد اعتمد مؤلفه على كتاب «السيرة النبوية» لابن إسحاق؛ غير أنه قام بتهذيبها، وزاد فيها، ونقص منها وحرَّر أماكن واستدرك أشياء أخرى.السيرة النبوية لابن هشام أو سيرة ابن هشام هو كتاب في سيرة رسول الله محمد ، ألفه ابن إسحاق ورواه أبو محمد عبد الملك بن هشام بن أيوب الحميري البصري المتوفي سنة (218هـ) عن زياد بن عبدالله البكائي عن محمد بن إسحاق المطلبي.عدد المجلدات: 4رابط التحميل:http://www.waqfeya.com/book.php?bid=3252	1109			['Iran, Islamic Republic of']	https://www.goodreads.com/book/show/7495363
Babylon Rising (updated and expanded): And The First Shall Be Last		Rob Skiba	4.26	178	21	{5: '100', 4: '43', 3: '22', 2: '7', 1: '6'}	What do the Mayan prophecies, the Aztec Calendar Stone, the symbols on America's Great Seal and the U.S. Capitol Building all have in common? Will the first Antichrist rise again? Will ancient Babylon once again become a prominent player in the Last Days? Will America be the catalyst through which both return? Why do the actions of our presidents, the iconography on the back of the U.S. one dollar bill, and the monuments of Washington, DC all seem to indicate that it will be? Find out in this updated and expanded edition of Babylon Rising: And The First Shall Be Last.	372	August 14th 2013			https://www.goodreads.com/book/show/18887751-babylon-rising
Razing Kayne	Walking a Thin Blue Line #1	Julieanne Reeves	4.12	3430	418	{5: '1466', 4: '1229', 3: '505', 2: '152', 1: '78'}	For two years, State Trooper Kayne Dobrescu has wanted only one thing: to understand why his wife inexplicably killed their children and then herself. Memories haunt his days and lay siege to his nights, leaving him questioning his reasons for living.Jessica Hallstatt became a widow and single mother the night her firefighter husband died in a fiery explosion at an accident scene. While her husband may have died a hero, he left Jessica with deep emotional scars that haven't begun to heal. When Kayne accepted a transfer to the mountain town of Payson, Arizona, he never expected to meet anyone like Jessica. From the moment he pulled her over for speeding, he was drawn in by her whiskey colored eyes and sassy dimple. But she and her children are a forever type package, and he's vowed never to give anyone the power to destroy him again. Yet fate has other ideas, throwing Kayne and Jessica together in a fight against an unknown enemy to save the life of a child—and hopefully one another.Warning: Contains graphic language, explicit sex and one very hot man in uniform.	418	November 20th 2012			https://www.goodreads.com/book/show/16094280-razing-kayne
Dog Water Free		Michael   Jay	4.60	20	9	{5: '14', 4: '4', 3: '2', 2: '0', 1: '0'}	Meet Joe Black visits The Wonder Years in the true story of DOG WATER FREE by debut author Michael Jay. It chronicles the journey of a boy named Mikee, whose coming-of-age search for emotional truth lands an orphan from the unlikely side of Detroit front and center before England’s Queen, America’s Maestro, and the first non-Italian Pontiff in more than 400 years. A family saga at its core, DOG WATER FREE is an uplifting story of discovery that celebrates a remarkable hero in the person of an ordinary mom who is thrust into an extraordinary situation in a neighborhood of the city she loves.Mikee is eleven when his world turns upside down as his mom shares news from her doctor. She has a year to prepare her family for her death. Her passing will leave the man she loves and the four children she cherishes alone to fend for themselves. “At least you’ll always have your dad,” she tells them. Still on her mission fifteen months later, her focus heightens when her husband drops dead.	237	August 1st 2012			https://www.goodreads.com/book/show/15851125-dog-water-free
Michael Hanson and the Desolate Woods	Powers of Ezron #1	E.L. Ervin	4.23	43	23	{5: '23', 4: '11', 3: '6', 2: '2', 1: '1'}	Michael Hanson’s high school peers think he’s weird, at least in part because of the golden armband that’s been there since birth and grown as he grew. But he doesn’t let it bother him. He’s got two good friends, a loyal (if sometimes annoying) little sister, and two parents who love him. He’s figured out he’s adopted, but other than that, he doesn’t think there’s anything exceptional about him.He’s wrong.Just before his fifteenth birthday, the symbol on his armband begins to glow, and Michael starts waking up floating over his bed. Little by little, through the guidance of the winged beings Ethan and Izra, he learns who he is—a powerful immortal from the ancient bloodlines of Earth.Together with his sister and friends Trenton and Anya, Michael explores a fantastic world of magic and unseen dangers, where a rogue immortal whose plans for gaining power and wreaking havoc threaten total destruction.To fulfill his destiny and defeat Zaric, Michael will have to master his new powers and accept help from the unlikeliest of allies. If he fails, Michael’s immortality won’t outlast his adolescence.	332	January 13th 2015			https://www.goodreads.com/book/show/24874510-michael-hanson-and-the-desolate-woods
The Vagabond Vicar	Hearts of Amberley #1	Charlotte Brentwood	3.76	72	37	{5: '19', 4: '25', 3: '20', 2: '8', 1: '0'}	"Vicar William Brook is biding his time in the small village of Amberley, desperate for a missionary posting overseas. He hadn’t counted on being captivated by Cecilia Grant, a free-spirited artist, who challenges him at every turn.Cecilia is destined to marry a local aristocrat – or at least that’s what her mother thinks. But the darkly handsome new vicar seems to understand her in a way no one ever has, and she finds herself drawn to him even as he holds her at arm’s length.As their relationship blossoms, dark secrets are revealed in Amberley and a scandal from William’s past may see the end of both his career and their love.The Vagabond Vicar is an unashamedly romantic historical novel you'll fall in love with. If you love Jane Austen and Georgette Heyer, can't get enough of Downton Abbey or Cranford, or just prefer old-fashioned boy-meets-girl stories, try reading Charlotte Brentwood. Sensuality level: sweet (only kissing) Please note, although there is some mention of religious subject matter due to the hero's occupation, this is not an ""inspirational"" novel."		October 15th 2014		['London, England', 'Shropshire, England']	https://www.goodreads.com/book/show/23432706-the-vagabond-vicar
Finders, Keepers		Sapan Saxena	4.52	87	47	{5: '56', 4: '22', 3: '7', 2: '2', 1: '0'}	Finders, Keepers. Losers, Weepers Two men are murdered in settings which speak volumes of involvement of some sacred cynicism. A psycho-killer on the loose? Or is this the beginning of something much more grave and dangerous?This is the tale of how Deputy Director, I.B., Shoumik Haldar and celebrated author Ishan Vajpayee exercise all their tools of conventional and unconventional deduction to solve the puzzles thrown across by the enemy, yet unrevealed.Intertwined intensely with the opulent mythological tales and specimens attributing to the rich cultural heritage of India, the story depicts the resurgence of a dormant historical sect, which attacks the very foundations of one of the most powerful and secreted organizations of all times.Spread across the length and breadth of the entire Indian subcontinent, read the mystery as it unravels with the duo travelling from one corner of the country to another searching for the signs.	624	January 12th 2015			https://www.goodreads.com/book/show/23614726-finders-keepers
Weapon of Choice		Aaron D'Este	4.67	12	3	{5: '9', 4: '2', 3: '1', 2: '0', 1: '0'}	Alba was the first human nation ever established with “Elven” principles of equality and freedom of choice at its core. For decades, Alba was a bastion of hope in a turbulent world. But now the nation is crumbling. Alba’s Dons have become arrogant and aloof. They dream of empires to feed their egos. They mortgage their children’s future to fund a legacy that no one wants and no one needs. The Elves are horrified; their precious project is about to fail…so they decide that a little regime change is in order. If Alba’s Dons have lost their way then Alba’s youth must step up and take their place. Carolyn is sent to find a team and forge them into the weapon of choice. She chooses Axel, Tristan, Raife and Mick. Boisterous louts who’ve trained from birth to fight as a unit, their job is to deliver victory in any setting, against any odds. But they’re not ready yet. They’re untested and incomplete. They laugh and joke and bumble through college while the ship around them sinks. Carolyn has other plans. She will make them intervene or she will break them if they fail. The boys didn’t want to get involved, they haven’t even graduated, but they’re in the fight now…and heaven help all those who stand in their way.  Topical, thoughtful, and terrifically entertaining, Weapon of Choice is a modern fantasy epic brimming with magic and mystery and more twists than a tangled slinky. The characters feel real. The imagery is breathtaking and the journey will give you goosebumps.	313	December 24th 2014			https://gc.kis.v2.scr.kaspersky-labs.com/E3E8934C-235A-4B0E-825A-35A08381A191/abn/main.css?attr=aHR0cHM6Ly93d3cuZ29vZHJlYWRzLmNvbS9ib29rL3Nob3cvMjQwNzg0OTItd2VhcG9uLW9mLWNob2ljZQ
The Rainbow Bridge: Bridge to Inner Peace and to World Peace		Brent N. Hunter	4.23	64	23	{5: '35', 4: '18', 3: '4', 2: '5', 1: '2'}	The Rainbow Bridge: Bridge to Inner Peace and to World Peace, recipient of 14 literary awards (see below), has been endorsed by H.H. the Dalai Lama, New York Times bestselling authors, doctors, astronauts and a growing chorus of prestigious global luminaries. The book illuminates the common ground in the world's major wisdom traditions, also known as universal principles. The sixty easy-to-use universal principles can be used to help guide us to experiencing deep inner peace. They can also be used in concrete ways to help create a bridge to a peaceful harmonious world that works for all via a comprehensive Road Map to World Peace.This book also reveals how the mainstream Rainbow Bridge is spontaneously appearing around the world in the form of physical bridges, stores, hotels, music festivals, Hollywood films and more.The Rainbow Bridge is a vision of peace and unity that comes from deep inside the heart of humanity. Learn how it can be a positive contribution to your life and to the lives of billions of people worldwide.WINNER: 2014 USA Best Book Award (Spirituality: Inspirational)WINNER: 2013 Bronze Medal for World PeaceWINNER: 2014 National Indie Excellence Award (Body/Mind/Spirit)WINNER: 2014 Los Angeles Book Festival (Spirituality)WINNER: 2014 B.R.A.G. MedallionGOLD MEDAL WINNER: 2014 Global Ebook Awards (Gift/Specialty)SILVER MEDAL WINNER: 2014 Global Ebook Awards (Current Events/Politics/Foreign Affairs)BRONZE MEDAL WINNER: 2014 Global Ebook Awards (Inspirational/Visionary)RUNNER-UP: 2014 San Francisco Book Festival (Spirituality)HONORABLE MENTION: 2014 New York Book Festival (Spirituality)FINALIST: 2014 International Book Award (Spirituality: Inspirational)FINALIST: 2014 Next Generation Indie Book Award (Spirituality)FINALIST: 2014 Next Generation Indie Book Award (Social Change)FINALIST: 2014 Next Generation Indie Book Award (New Age)	288	February 28th 2014			https://www.goodreads.com/book/show/23713777-the-rainbow-bridge
Sganciando la luna dal cielo		['Gregory Hughes', 'Michele Foschini']	3.93	1210	194	{5: '437', 4: '401', 3: '260', 2: '79', 1: '33'}	Marie-Claire, soprannominata il Ratto, e suo fratello Bob passano le giornate a scorrazzare in bici con i loro amici. Vivono insieme al padre nella piatta campagna canadese intorno a Winnipeg. Ma un giorno, tornati da scuola, lo trovano morto. Di fronte all'incubo dell'orfanotrofio, l'intraprendente Ratto convince Bob che per sfuggire al loro triste destino bisogna andare a New York per cercare Jerome, il fratello del padre che si dice faccia lo spacciatore. Inizia così l'avventura dei due protagonisti fra treni merci, passaggi in auto da persone poco raccomandabili, notti sotto le stelle. Sul loro cammino Marie-Claire e Bob incontrano una variegata fauna metropolitana fatta di imbroglioni, gangster e persino un celebre rapper. Trovare nella Grande Mela lo zio, di cui conoscono soltanto il nome e posseggono una vecchia fotografìa, sembra impossibile. Ma in un crescendo di suspense questo intenso romanzo virerà verso un finale emozionante e inaspettato.	270	October 1st 2011			https://www.goodreads.com/book/show/8043512-unhooking-the-moon
How to do things		Dean Moriarty	4.00	5	0	{5: '2', 4: '2', 3: '0', 2: '1', 1: '0'}	This is a book of how to do things like how to play the saxophone, and the art of photography, and scuba diving in Thailand to how to make a duck pond and lots more, and also there are short stories. This is a book for everyone, with something for all ages.	181	March 8th 2014			https://www.goodreads.com/book/show/21416916-how-to-do-things
Soul'tweets'		Suman Arora	5.00	2	0		The book, “Soul'tweets'” talks about the lighter side of the complex human emotions, based on interesting anecdotes from various real life situations. The interesting dimensions of human relations will capture the readers’ interest and they are sure to have a strong sense of amused déjà-vu.At times, life looks stranger than fiction and at times it amuses you no end, like a friend. It throws challenges at you to shower you with rich experience and makes you more capable of handling things with effortless ease. The key factor is positivity in all situations. I have tried to infuse some healthy humour in my interpretation of complexity and intensity of human emotions.The life is depicted in the book in different hues.Soul'tweets' is based on your life, my life, and everyone’s life and it reflects your everyday life moments. This book belongs to you, dear reader, irrespective of your age group!	168	February 22nd 2014			https://www.goodreads.com/book/show/24455791-soul-tweets
Secretele vârstelor de aur (Tineri, activi şi fericiţi de la 20 la 90 de ani)		Pavel Coruț	4.00	33	0	{5: '17', 4: '7', 3: '2', 2: '6', 1: '1'}		704	2008		['Bucharest']	https://www.goodreads.com/book/show/13351793-secretele-v-rstelor-de-aur
Slow Down		Lee Matthew Goldberg	4.75	189	38	{5: '158', 4: '21', 3: '6', 2: '1', 1: '3'}	How far would you go to make your dreams come true? For budding writer and filmmaker Noah Spaeth, being a Production Assistant in director Dominick's Bambach's new avant-garde film isn't enough. Neither is watching Dominick have an affair with the lead actress, the gorgeous but troubled Nevie Wyeth. For Noah's dream is to get both the film and Nevie in the end, whatever the cost. And this obsession may soon become a reality once Dominick's spurned wife Isadora reveals her femme fatale nature with a seductive plot to get rid of her husband for good. Slow Down, a cross between the noir styling of James M. Cain and the dark satire of Bret Easton Ellis, is a thrilling page-turner that holds a mirror up to a media-saturated society that is constantly searching for the fastest way to get ahead, regardless of consequences.	270	January 20th 2015			https://www.goodreads.com/book/show/53460386-slow-down
Take a Closer Look: A Spiritual Journey Into the Soul		Harel R. Lawrence	4.50	2	1		Lawrence presents inspirational and encouraging thoughts that will entice readers to explore their own spirituality and meaning for life. These prose poems give spiritual insight into life's meaning, fulfillment, and direction with a mainstream appeal.	108	November 27th 2002			https://www.goodreads.com/book/show/8256472-take-a-closer-look
Scarlet Beginnings		Jinni James	4.88	8	4	{5: '7', 4: '1', 3: '0', 2: '0', 1: '0'}	We must be willing to get rid of the life we've planned, so as to have the life that is waiting for us. The old skin has to be shed before the new one can come. - Joseph CampbellScarlet Lemay always thought her wedding day would be the happiest day of her life. However, that was before she found herself at the end of the aisle looking toward her future and unable to take that final step forward. Second thoughts cause Scarlet to run, seeking a new beginning. Unfortunately, her ex-fiancé’ may just have other plans.A chance encounter with a stunning stranger causes Scarlet to question herself. The charming real estate agent, Ethan Williams begins to taunt her thoughts and dreams. Scarlet knows it’s too soon to start dating again but something about this man keeps calling her to him.With the encouragement of friends, Scarlet begins to build a new life, yet her past keeps coming back. Will she be able to let Ethan in or will her fear cause her to lose out on a chance at finding her true soul mate?		January 6th 2015			https://www.goodreads.com/book/show/24182151-scarlet-beginnings
Against the Wall	Firsts and Forever #7	Alexa Land	4.36	1302	136	{5: '700', 4: '407', 3: '160', 2: '29', 1: '6'}	Don’t start something you can’t finish.It’s a cliché, but 22-year-old graffiti artist Christian lives by those words. He’s going away when he graduates from art school in just six short months. With so little time left, getting involved with gorgeous Shea Nolan has to be a mistake. If only he could make himself stay away from the sweet, sexy police officer.Christian has a decision to make. Are a few months of happiness worth the inevitable heartbreak when it’s time to walk away?Against the Wall is the seventh book in Alexa Land’s best-selling Firsts and Forever series, but each book can stand alone, so jump in anywhere. PLEASE NOTE: For ADULT READERS ONLY. Includes explicit language and graphic sex.	448	January 11th 2015		['California']	https://www.goodreads.com/book/show/24475309-against-the-wall
Fall of Knight	A Knight's Tale #1	Steven Cross	4.50	74	42	{5: '46', 4: '21', 3: '6', 2: '0', 1: '1'}	For fans of John Green and Rainbow RowellA normal teenager Dean Knight is not.With a mental illness that threatens to take over his sanity; a sister who’s deep in her own problems; and a wasted mother who couldn’t care less about it all, Dean is left to battle real life on his own. School, bullies and medications are his realities. Then there are also the ghosts, the hallucinations and of course – the monster.In the middle of it all, when everything seems to lose purpose, hope comes shining down on Dean’s miserable life. Her name is Ella and for one reason or another, she actually wants to be close to Dean. With Ella’s help, the lost teenage boy decides that he could finally win a battle or two – both in real life and in his writing.But hope is a tricky thing. And the monster seems to know that.When secrets buried down for almost a decade come out in the open, what do you do?	212	April 7th 2015			https://www.goodreads.com/book/show/24481636-fall-of-knight
Amani's River		David Hartness	4.27	41	22	{5: '21', 4: '14', 3: '3', 2: '2', 1: '1'}	Award winning novelWinner of:NIEA finalist for historical fictionindieBRAGTen-year-old Aderito has been brought from the United States to the banks of a beautiful river in Homoine, Mozambique. There, he befriends a young girl named Victoria, and for a brief time, their childhood is promising. Soon, the violence that is raging across the country makes its way to Aderito’s doorstep, and both children are abducted by rebels and forced to learn the ways of trained killers in a war they barely understand. With only each other for support, Victoria and Aderito struggle to remain unnoticed among their peers. But the more Aderito kills, the more he needs killing, channeling all his rage into war and becoming a valuable weapon. And Victoria, growing older and prettier by the day, begins to attract unwanted attention from their captors. Caught in a battle that ravages villages and tears families apart, Aderito knows he cannot expect a happy ending. And yet he and Victoria make brave plans to escape—only to find themselves facing torments that no adult, let alone child, should ever have to face. As Mozambique struggles through its defining crisis, Aderito too must find a way to survive the childhood that will come to define him as a man.	228	January 13th 2015			https://www.goodreads.com/book/show/24497270-amani-s-river
Song to the Moon	 Damnatio Memoriae  #2	Laura Giebfried	4.26	34	4	{5: '18', 4: '9', 3: '6', 2: '0', 1: '1'}	There was nothing good that could come of the truth. That -- at least -- holds true for Enim Lund, who finds himself in a psychiatric treatment facility after the events that took place at his boarding school the year before. Overly-watched and highly-medicated, he's supposed to be concentrating on getting better, but the only thoughts running through his mind are how to break out and find his best friend who was accused of crimes that he didn't commit. Though Enim maintains that he knows what happened, saying as much only makes the psychiatrists watching over him more certain that's he's falling back into his old delusions, and his uncle is positive that he's planning something far more dangerous than he's letting on. As Enim begins to manipulate the world around him in order to make room for the riddles that he so desperately needs to solve, he realizes that the further he goes to find the answers, the less and less certain he's becoming that he ever really knew what was real and what was not, and what appears to be the truth becomes something that would be better left unsaid.	686	January 8th 2015			https://www.goodreads.com/book/show/24424919-song-to-the-moon
Final del juego		Julio Cortázar	4.32	5293	235	{5: '2581', 4: '1976', 3: '617', 2: '101', 1: '18'}	"Final del juego (1964) es el segundo libro de cuentos de Julio Cortázar.Integrado por nueve relatos, fue publicado por primera vez en 1956 y, luego, con nueve cuentos más, en 1964.En su inagotable variedad, estas historias abarcan todos los registros: desde la perfección de ""Continuidad de los parques"", pasando por la evocación de la infancia de ""Final del juego"" y ""Los venenos"", hasta el retrato realista que ofrece el monólogo de ""Torito"".Esta selección se completa con otras piezas únicas, como ""La puerta condenada"", ""Axolotl"", ""Después del almuerzo"" o ""La noche boca arriba"", en las que cada lector encontrará, entre la tensión emotiva y las presencias ajenas, un relato a la medida de sus propios sueños."	255	October 2011			https://www.goodreads.com/book/show/623851.Final_del_juego
Delinquents	Dusty #2	['Mary  Elizabeth', 'Sarah     Elizabeth', 'Sarah .']	4.13	2507	437	{5: '1258', 4: '655', 3: '347', 2: '146', 1: '101'}	The innocent girl with a delinquent heart has to live with her bad choices. Secret hope and hurt feel like falling while she learns how to breathe again, but there's still freedom in trouble.The runaway with blacked-out eyes is losing his grip. Crushing two hearts in one fist, his addiction bends rules and breaks deals, but the boy born for bliss isn't going anywhere without a fight.Love is knowing they should stay away, but love is illogical at best.She's afraid to let go.He won't let her.This is how silliness and foolishness grow up.Here, forever is a lie.	309	October 22nd 2014			https://www.goodreads.com/book/show/23441296-delinquents
